bios,bluetooth,link,name,network,processor,system,usb,video,wireless
Dell 0.4.9,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202104-28947/20.04%20LTS,Dell Vostro 3500,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),Intel Corp. UHD Graphics  (8086:9a49),Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 0.4.9,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202104-28927/20.04%20LTS,Dell Vostro 3500,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx",,"Advanced Micro Devices [AMD] Raven USB 3.1  (1022:15e0),Advanced Micro Devices [AMD] Raven USB 3.1  (1022:15e1)","Advanced Micro Devices, Inc. [AMD/ATI] Picasso  (1002:15d8)",Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 0.2.4,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202101-28605/20.04%20LTS,Dell Vostro 3500,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-11370H @ 3.30GHz,Dell Vostro 5510,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117M [GeForce MX450]  (10de:1f97),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.1.32,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/201910-27449/20.04%20LTS,Dell Precision 7760 (RTX A5000 Mobile),,Intel Corp. Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz,Dell XPS 13 9300,"Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Ice Lake Thunderbolt 3 USB Controller  (8086:8a13)",Intel Corp. Iris Plus Graphics G7  (8086:8a52),Intel Corp. Killer Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW)  (8086:34f0)
Dell 0.4.9,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202104-28924/20.04%20LTS,Dell Precision 7760 (RTX A4000 Mobile),"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Athlon Silver 3050U with Radeon Graphics",,Advanced Micro Devices [AMD] Raven2 USB 3.1  (1022:15e5),"Advanced Micro Devices, Inc. [AMD/ATI] Picasso  (1002:15d8)",Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 0.4.9,"Realtek Semiconductor Co., Ltd. 0bda:c829  (0bda:c829)",https://ubuntu.com/certified/202104-28945/20.04%20LTS,Dell Precision 7760 (RTX A4000 Mobile),"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,,Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),"Realtek Semiconductor Co., Ltd. RTL8821CE 802.11ac PCIe Wireless Network Adapter  (10ec:c821)"
Dell 1.0.0,"Realtek Semiconductor Co., Ltd. 0bda:d739  (0bda:d739)",https://ubuntu.com/certified/202009-28236/20.04%20LTS,Dell Precision 7760 (RTX A4000 Mobile),"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Dell Vostro 3500,Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),"nVidia GP108M [GeForce MX330]  (10de:1d16),Intel Corp. UHD Graphics  (8086:9a49)","Realtek Semiconductor Co., Ltd. RTL8723DE 802.11b/g/n PCIe Adapter  (10ec:d723)"
Dell 1.0.0,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202009-28235/20.04%20LTS,Dell Vostro 3401,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,Dell Vostro 3500,Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),Intel Corp. 8086:9a78  (8086:9a78),Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 0.5.2,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202006-27974/20.04%20LTS,Dell Vostro 3401,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,Dell Vostro 3501,Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 1.2.0,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202010-28319/20.04%20LTS,Dell Vostro 3401,"Realtek Semiconductor Co., Ltd. RTL8101E/RTL8102E PCI Express Fast Ethernet controller  (10ec:8136)","Advanced Micro Devices, Inc. AMD Ryzen 5 3450U with Radeon Vega Mobile Gfx",Dell Vostro 3405,"Advanced Micro Devices [AMD] Raven USB 3.1  (1022:15e0),Advanced Micro Devices [AMD] Raven USB 3.1  (1022:15e1)","Advanced Micro Devices, Inc. [AMD/ATI] Picasso  (1002:15d8)",Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 0.4.9,"Realtek Semiconductor Co., Ltd. 0bda:c829  (0bda:c829)",https://ubuntu.com/certified/202104-28948/20.04%20LTS,Dell Vostro 3401,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),"nVidia GP107M [GeForce MX350]  (10de:1c94),Intel Corp. UHD Graphics  (8086:9a49)","Realtek Semiconductor Co., Ltd. RTL8821CE 802.11ac PCIe Wireless Network Adapter  (10ec:c821)"
Dell 0.2.4,Intel Corp. Bluetooth 9460/9560 Jefferson Peak (JfP)  (8087:0aaa),https://ubuntu.com/certified/202101-28602/20.04%20LTS,Dell Precision 7750,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz,Dell Vostro 5410,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.4.77,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202010-28315/20.04%20LTS,Dell Precision 7750,Intel Corp. Ethernet Connection (13) I219-LM  (8086:15fb),Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,Dell Precision 3560,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117GLM [Quadro T500 Mobile]  (10de:1fbb),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 1.1.0,Intel Corp. Bluetooth 9460/9560 Jefferson Peak (JfP)  (8087:0aaa),https://ubuntu.com/certified/202007-28055/20.04%20LTS,Dell Precision 7750,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Dell Vostro 5402,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia GP108M [GeForce MX330]  (10de:1d16),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 1.0.0,"Realtek Semiconductor Co., Ltd. 0bda:d739  (0bda:d739)",https://ubuntu.com/certified/202009-28238/20.04%20LTS,Dell Precision 7750,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Dell Vostro 3400,Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),"nVidia GP108M [GeForce MX330]  (10de:1d16),Intel Corp. UHD Graphics  (8086:9a49)","Realtek Semiconductor Co., Ltd. RTL8723DE 802.11b/g/n PCIe Adapter  (10ec:d723)"
Dell 1.0.0,Atheros Communications 0cf3:e009  (0cf3:e009),https://ubuntu.com/certified/202009-28237/20.04%20LTS,Dell Precision 7750,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,Dell Vostro 3400,Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),Intel Corp. 8086:9a78  (8086:9a78),Qualcomm Atheros QCA9377 802.11ac Wireless Network Adapter  (168c:0042)
Dell 0.5.47,Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202103-28870/20.04%20LTS,Dell Precision 7750,Intel Corp. Ethernet Connection (14) I219-LM  (8086:15f9),Intel Corp. Intel(R) Xeon(R) W-11855M CPU @ 3.20GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt NHI #0  (8086:9a1f)","nVidia GA104GLM [RTX A4000 Mobile]  (10de:24b7),Intel Corp. 8086:9a70  (8086:9a70)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Dell 0.5.47,Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202103-28858/20.04%20LTS,Dell Precision 7750,Intel Corp. Ethernet Connection (14) I219-LM  (8086:15f9),Intel Corp. Intel(R) Xeon(R) W-11855M CPU @ 3.20GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt NHI #0  (8086:9a1f)","nVidia GA104  (10de:24b6),Intel Corp. 8086:9a70  (8086:9a70)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Dell 0.5.2,"Realtek Semiconductor Co., Ltd. 0bda:d739  (0bda:d739)",https://ubuntu.com/certified/202006-27973/20.04%20LTS,Dell Precision 7750,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,Dell Vostro 3401,Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),"Realtek Semiconductor Co., Ltd. RTL8723DE 802.11b/g/n PCIe Adapter  (10ec:d723)"
Dell 0.4.33,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202004-27813/20.04%20LTS,Dell Precision 7750,Intel Corp. Ethernet Connection (11) I219-LM  (8086:0d4c),Intel Corp. Intel(R) Core(TM) i9-10880H CPU @ 2.30GHz,Dell Precision 7750,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104GLM [Quadro RTX 4000 Mobile / Max-Q]  (10de:1eb6),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
Dell 0.5.47,Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202103-28869/20.04%20LTS,Dell Precision 7550,Intel Corp. Ethernet Connection (14) I219-LM  (8086:15f9),Intel Corp. 11th Gen Intel(R) Core(TM) i7-11600H @ 2.90GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt NHI #0  (8086:9a1f)","nVidia GA104  (10de:24b8),Intel Corp. TigerLake GT2 [Iris Xe Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Dell 0.5.47,Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202103-28868/20.04%20LTS,Dell Precision 5760 (Xeon W-11855M),Intel Corp. Ethernet Connection (14) I219-LM  (8086:15f9),Intel Corp. 11th Gen Intel(R) Core(TM) i5-11500H @ 2.90GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt NHI #0  (8086:9a1f)","nVidia TU117GLM [T1200 Laptop GPU]  (10de:1fbc),Intel Corp. TigerLake GT2 [Iris Xe Graphics]  (8086:9a60)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Dell 0.5.47,Intel Corp. 8087:0032  (8087:0032),https://ubuntu.com/certified/202103-28867/20.04%20LTS,Dell Precision 5760 (Xeon W-11855M),Intel Corp. Ethernet Connection (14) I219-LM  (8086:15f9),Intel Corp. Intel(R) Xeon(R) W-11855M CPU @ 3.20GHz,,"Intel Corp. Tiger Lake-H USB 3.2 Gen 2x1 xHCI Host Controller  (8086:43ed),Intel Corp. Tiger Lake-H Thunderbolt USB Controller  (8086:9a17),Intel Corp. Tiger Lake-H Thunderbolt NHI #0  (8086:9a1f)","nVidia GA104  (10de:24b6),Intel Corp. 8086:9a70  (8086:9a70)",Intel Corp. Wi-Fi 6 AX210/AX211/AX411 160MHz  (8086:2725)
Dell 0.4.33,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202004-27817/20.04%20LTS,Dell Precision 5760 (Xeon W-11855M),Intel Corp. Ethernet Connection (11) I219-LM  (8086:0d4c),Intel Corp. Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,Dell Precision 7750,"nVidia TU106 USB 3.1 Host Controller  (10de:1ada),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU106GLM [Quadro RTX 3000 Mobile / Max-Q]  (10de:1f36),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
Dell 0.4.33,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202004-27812/20.04%20LTS,Dell Precision 5760 (Core i7-11850H),Intel Corp. Ethernet Connection (11) I219-LM  (8086:0d4c),Intel Corp. Intel(R) Xeon(R) W-10855M CPU @ 2.80GHz,Dell Precision 7750,"Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec),SanDisk 0781:55a3  (0781:55a3)","nVidia TU117GLM [Quadro T1000 Mobile]  (10de:1fb9),Intel Corp. 8086:9bf6  (8086:9bf6)",Intel Corp. Wireless AX201  (8086:06f0)
